StationId,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
OD002,2020-05-18,15.28,30.56,9.14,15.14,9.61,11.52,0.73,16.18,,0.0,,,79.0,Satisfactory
UP014,2016-01-18,245.65,,7.3,9.31,2.21,,2.28,7.61,51.34,,,,381.0,Very Poor
KA003,2019-07-10,28.2,,8.81,18.89,27.57,,0.82,5.14,,0.28,0.68,,77.0,Satisfactory
TN004,2020-04-12,7.09,,9.57,1.48,9.67,,0.76,17.05,14.75,0.0,0.0,,47.0,Good
DL023,2019-10-04,42.31,110.81,3.32,28.01,17.6,16.26,0.6,7.96,5.69,1.82,133.32,,119.0,Moderate
RJ005,2018-12-10,115.42,160.38,71.6,66.92,92.07,12.06,1.49,31.46,29.22,1.5,4.81,,285.0,Poor
DL028,2018-11-04,96.45,96.45,3.9,70.07,40.43,67.85,0.72,13.8,173.18,5.47,20.6,,277.0,Poor
AP005,2018-07-06,27.25,71.62,11.52,41.73,31.19,10.3,0.54,12.32,16.69,5.05,12.85,4.39,85.0,Satisfactory
DL028,2016-05-06,31.85,31.85,13.81,74.78,85.45,41.06,0.74,29.72,145.24,0.26,1.58,,290.0,Poor
DL015,2019-06-15,126.25,319.71,13.73,56.49,41.22,17.87,1.22,31.12,71.1,5.61,32.87,,261.0,Poor
DL002,2016-10-21,203.46,680.1,212.71,107.93,216.32,64.34,4.4,25.64,22.52,4.23,13.29,,756.0,Severe
AP005,2018-09-14,62.18,117.69,12.39,42.52,32.7,9.82,1.13,6.77,17.75,6.18,19.36,4.48,100.0,Satisfactory
DL008,2019-08-04,48.5,85.05,58.45,54.28,75.64,60.86,0.77,5.42,78.12,3.39,,,102.0,Moderate
TG001,2018-05-01,50.18,144.11,1.83,24.74,14.66,20.38,0.54,7.63,35.63,0.19,4.21,0.41,127.0,Moderate
DL004,2020-03-05,38.52,63.77,22.3,21.48,41.14,,7.77,,26.3,,,,160.0,Moderate
DL016,2019-10-12,99.1,220.16,83.93,87.64,115.06,35.27,1.66,6.97,43.7,7.28,54.29,,229.0,Poor
DL001,2020-05-20,73.86,166.1,3.26,18.57,12.52,15.42,0.77,16.43,69.52,0.31,2.36,0.37,208.0,Poor
HR011,2018-01-03,270.12,444.17,48.85,19.25,68.1,,3.61,,15.03,,,,445.0,Severe
DL034,2018-10-25,126.01,363.03,110.36,51.7,112.88,21.25,3.8,22.5,54.85,18.13,113.67,,314.0,Very Poor
MH008,2020-05-27,12.94,32.73,4.66,6.33,10.99,3.81,0.42,5.63,38.12,,,,41.0,Good
DL036,2019-12-01,93.84,135.29,16.05,37.73,33.15,30.0,0.76,8.11,49.49,2.31,7.32,,192.0,Moderate
KA003,2017-04-08,30.19,,2.93,39.48,,,,0.35,45.04,3.19,2.75,,84.0,Satisfactory
DL007,2019-01-30,193.32,267.87,113.68,57.28,170.95,,2.53,,15.6,0.0,0.0,0.0,347.0,Very Poor
KL008,2019-06-21,,,0.71,1.58,1.18,8.03,0.48,2.38,17.01,,,,,
OD002,2020-01-12,136.05,303.35,1.43,22.55,11.27,2.26,2.07,2.54,27.09,0.0,,,313.0,Very Poor
DL002,2016-10-14,119.97,614.65,172.19,104.74,286.19,37.84,2.24,22.88,32.65,10.61,23.19,,605.0,Severe
OD002,2020-02-03,74.1,123.51,6.63,5.71,12.24,1.27,0.0,9.74,41.81,0.0,,,196.0,Moderate
HR012,2020-06-19,71.77,277.34,0.56,10.0,5.24,4.43,0.56,5.64,75.9,3.0,1.26,2.77,169.0,Moderate
DL012,2018-03-25,57.72,108.97,24.03,22.92,46.94,,1.54,,30.67,,,,110.0,Moderate
DL005,2019-06-11,100.79,433.32,6.55,33.17,23.0,27.46,1.65,20.59,63.86,,115.9,,318.0,Very Poor
TN004,2016-09-09,20.69,,4.54,12.22,18.23,,30.15,5.78,47.95,0.1,0.67,,334.0,Very Poor
TG005,2020-02-25,45.0,,7.61,18.08,15.81,,0.6,6.82,43.25,2.23,15.31,0.4,73.0,Satisfactory
TN001,2019-09-10,42.97,,5.16,8.49,13.65,,1.63,5.49,20.67,0.0,0.0,,98.0,Satisfactory
KL004,2020-06-22,15.96,24.5,31.49,1.89,27.35,,1.52,21.21,1.46,,0.0,,77.0,Satisfactory
DL032,2020-02-26,216.1,351.75,46.58,30.8,77.42,62.51,1.58,16.73,17.17,2.37,10.16,,369.0,Very Poor
DL007,2019-11-20,156.17,298.05,170.88,162.39,277.84,,1.47,,17.56,,,,310.0,Very Poor
DL003,2019-02-25,88.68,180.71,10.25,58.73,39.59,28.05,1.13,18.52,54.44,2.0,18.55,,221.0,Poor
DL026,2018-07-04,36.12,119.69,4.68,16.35,12.51,27.15,1.14,10.66,15.99,2.59,28.41,,111.0,Moderate
TG001,2017-12-07,63.44,117.8,7.01,29.0,21.08,18.44,0.61,7.83,60.24,0.31,4.51,0.06,113.0,Moderate
KA005,2017-05-18,,59.73,11.97,35.51,,,0.69,5.13,,,,,64.0,Satisfactory
DL034,2017-12-03,229.68,,204.48,96.34,245.89,160.66,,,,,,,360.0,Very Poor
UP013,2019-10-06,60.56,,23.88,36.65,38.9,,0.92,7.86,44.41,5.44,16.24,,110.0,Moderate
UP012,2015-11-01,158.39,,6.09,12.34,6.24,,2.22,2.64,21.47,,,,343.0,Very Poor
TG004,2019-11-19,76.57,174.19,5.87,17.12,12.68,0.61,0.78,2.55,9.02,24.18,146.28,35.97,151.0,Moderate
UP012,2020-03-05,54.94,,3.55,24.77,16.01,,1.15,6.01,27.27,11.96,18.56,,98.0,Satisfactory
DL017,2018-08-03,49.07,235.67,12.12,19.29,31.41,,0.59,,19.09,0.0,0.0,0.11,202.0,Poor
MH012,2020-04-23,12.44,52.82,43.94,16.19,60.13,2.05,0.28,3.54,8.46,,,,78.0,Satisfactory
UP012,2020-02-28,54.58,,7.71,37.59,26.16,,1.44,5.51,19.15,21.67,43.75,,102.0,Moderate
TG005,2015-08-11,22.0,,5.73,10.29,15.83,,0.7,6.6,11.77,0.92,3.72,0.02,90.0,Satisfactory
DL032,2018-12-27,395.25,585.01,66.79,83.85,113.83,64.03,3.58,24.43,31.22,7.31,72.89,,607.0,Severe
DL008,2019-01-01,291.5,476.48,25.3,39.58,41.31,20.55,2.7,16.89,58.04,15.26,68.01,,470.0,Severe
DL028,2019-08-01,29.34,29.34,8.1,39.38,27.55,44.59,1.24,13.77,77.55,5.96,37.47,,108.0,Moderate
JH001,2017-06-13,,138.42,7.91,9.26,,,0.29,,17.73,,,,100.0,Satisfactory
DL005,2020-01-19,126.75,173.75,3.99,23.1,15.55,44.61,1.34,9.54,25.8,,,,308.0,Very Poor
WB007,2020-03-24,31.38,56.56,6.18,7.66,14.17,9.06,0.38,6.52,50.34,4.19,3.62,0.77,85.0,Satisfactory
WB010,2020-04-05,45.53,77.99,3.06,10.64,13.71,10.65,0.54,8.92,48.05,,,,88.0,Satisfactory
CH001,2019-10-02,15.77,44.47,13.35,5.38,13.63,6.2,0.54,15.9,20.96,4.99,2.73,1.79,58.0,Satisfactory
DL028,2018-10-26,346.61,346.61,177.37,155.01,226.51,68.92,3.31,27.47,557.87,10.75,165.45,,438.0,Severe
HR011,2019-01-25,60.02,115.89,3.71,12.61,14.5,,3.36,,37.05,,,,139.0,Moderate
DL014,2015-05-09,,,18.84,72.41,53.79,50.21,2.21,9.5,27.67,,,,,
MH007,2020-03-04,43.44,159.83,50.16,56.13,106.28,27.25,0.64,2.63,17.95,0.48,,,141.0,Moderate
OD001,2019-02-25,63.97,109.26,12.84,21.38,26.44,36.36,3.0,15.42,8.51,0.0,,,180.0,Moderate
OD001,2018-06-12,32.83,,2.81,9.42,12.23,8.92,2.47,12.19,18.76,1.36,,,107.0,Moderate
DL014,2015-01-07,,,49.44,123.44,105.82,335.03,1.98,4.51,,,,,,
TG006,2017-11-23,64.25,128.88,1.27,54.94,22.76,19.33,0.86,8.99,67.48,1.01,4.31,0.0,,
TG004,2020-05-02,26.41,54.61,21.75,37.59,33.23,8.52,0.54,5.74,31.67,1.29,5.03,0.02,59.0,Satisfactory
HR012,2020-05-27,131.26,340.62,6.98,19.92,15.33,22.52,0.85,7.2,99.12,4.17,1.51,3.36,242.0,Poor
AP001,2020-04-18,7.38,26.67,1.37,3.7,3.09,6.49,,13.63,25.12,0.02,0.25,,41.0,Good
HR013,2020-05-12,53.39,79.49,3.8,3.0,3.05,,0.63,8.4,73.16,2.05,8.11,2.46,107.0,Moderate
JH001,2018-01-15,,158.25,8.21,10.5,,6.89,0.31,68.66,31.08,,,,136.0,Moderate
DL016,2018-05-04,38.6,128.55,5.73,46.14,58.37,50.32,0.92,16.07,60.07,0.51,1.17,,142.0,Moderate
RJ005,2018-02-27,73.3,142.45,15.16,39.5,35.62,21.47,1.05,11.12,51.99,0.0,0.0,,131.0,Moderate
MH006,2020-04-06,19.43,42.99,2.58,2.29,4.86,4.08,0.35,3.55,6.8,0.08,,,52.0,Satisfactory
DL025,2017-10-29,200.16,313.83,9.27,43.4,52.66,,1.13,,74.28,0.78,1.23,0.27,361.0,Very Poor
DL031,2015-12-08,228.9,514.65,193.87,59.45,193.28,54.26,5.66,41.5,70.57,14.25,37.56,,483.0,Severe
DL033,2018-04-21,161.08,,11.9,41.52,31.59,,0.66,12.86,27.68,0.26,3.1,,328.0,Very Poor
TN005,2020-06-06,12.59,18.89,,38.04,32.87,1.49,1.02,5.79,14.03,0.0,0.0,,53.0,Satisfactory
DL014,2018-05-13,99.08,167.45,30.89,107.65,92.17,133.21,,6.63,,,,,309.0,Very Poor
KA009,2018-12-19,45.15,,6.53,36.22,42.75,42.75,0.89,11.05,,,0.89,,73.0,Satisfactory
DL007,2018-12-14,138.79,426.22,277.77,32.82,310.52,,1.19,,36.13,0.0,0.0,0.0,375.0,Very Poor
KA010,2018-02-28,,56.03,6.86,33.85,20.5,,0.56,2.76,,,,,56.0,Satisfactory
DL034,2016-12-27,192.28,,74.69,88.23,106.54,18.09,,,,,,,354.0,Very Poor
OD002,2019-05-25,24.64,122.64,40.61,10.26,41.1,8.07,0.67,24.84,6.4,0.0,,,98.0,Satisfactory
TN001,2016-04-30,49.77,,3.89,13.93,11.74,,1.43,2.64,24.01,1.03,1.59,,74.0,Satisfactory
DL016,2018-09-01,38.79,96.1,20.94,43.73,40.29,23.97,1.15,10.06,10.84,2.94,56.54,,116.0,Moderate
DL032,2019-10-25,157.79,313.58,38.22,37.69,75.92,28.9,1.92,6.68,33.3,2.11,14.25,,349.0,Very Poor
RJ006,2017-12-28,154.13,199.07,2.88,15.8,0.0,27.34,0.0,8.36,38.18,8.78,13.48,,323.0,Very Poor
DL021,2020-02-26,150.4,,24.72,33.89,37.8,,0.67,33.08,22.7,4.33,12.0,,327.0,Very Poor
DL012,2019-01-26,86.78,157.27,20.9,60.77,81.67,,4.65,,26.31,,,,203.0,Poor
DL024,2018-11-10,323.23,474.4,65.61,107.56,109.21,57.41,4.13,19.57,33.02,9.95,94.02,,441.0,Severe
DL038,2020-06-24,33.57,89.03,7.64,21.12,16.89,36.16,1.39,24.91,16.59,2.09,6.32,,97.0,Satisfactory
HR011,2019-06-28,67.49,230.82,14.15,48.29,47.4,,0.61,,32.54,,,,188.0,Moderate
DL033,2015-04-18,92.1,,74.18,51.17,88.21,,20.07,14.29,27.73,5.82,20.29,,414.0,Severe
DL026,2019-07-23,62.12,162.23,15.06,34.15,30.46,33.64,1.46,9.8,35.65,5.13,43.49,,122.0,Moderate
DL030,2018-07-29,31.11,79.87,27.85,29.78,57.63,,0.5,,22.5,0.0,0.0,0.0,88.0,Satisfactory
OD002,2019-11-17,62.46,242.65,8.44,8.44,16.88,5.72,1.95,39.07,12.57,0.0,,,201.0,Poor
DL005,2019-04-06,123.47,381.09,4.0,38.01,23.49,40.7,1.2,20.01,57.27,,140.0,,329.0,Very Poor
DL033,2018-08-13,37.8,,7.14,24.87,18.94,,1.95,8.77,25.89,0.66,0.0,,99.0,Satisfactory
DL015,2018-04-12,59.69,147.42,13.91,48.09,60.53,34.93,1.21,20.9,33.0,0.59,2.87,,116.0,Moderate
KA010,2019-08-12,,25.21,5.47,7.51,12.91,,0.36,3.65,,,,,31.0,Good
OD002,2019-09-04,29.07,50.96,26.09,7.61,32.81,7.57,1.31,51.39,1.08,1.7,,,100.0,Satisfactory
DL010,2019-09-21,41.02,196.72,18.48,33.83,33.11,30.31,1.14,8.02,33.55,3.52,23.05,,188.0,Moderate
BR007,2020-01-25,165.0,,15.3,17.48,21.72,,1.11,14.98,33.29,0.42,1.31,0.47,311.0,Very Poor
DL014,2019-03-14,123.41,207.7,44.76,32.19,53.23,49.93,1.43,16.44,8.53,,,,294.0,Poor
TN003,2016-06-22,30.16,,2.4,9.73,13.17,64.51,1.62,6.45,,,,,99.0,Satisfactory
RJ005,2019-09-04,43.51,75.38,19.42,39.58,35.46,46.35,1.09,14.15,27.74,0.93,4.02,,88.0,Satisfactory
BR007,2016-03-15,102.93,,22.84,2.32,15.92,,1.38,6.78,15.77,0.21,0.84,0.5,240.0,Poor
KA005,2017-11-27,,75.31,42.97,101.31,75.48,,1.36,7.48,,,,,93.0,Satisfactory
KA009,2015-07-27,17.08,,4.7,7.17,7.51,8.42,33.7,5.46,,,33.7,,238.0,Poor
AP005,2017-12-07,83.65,141.02,6.82,36.78,24.99,20.2,1.09,12.56,96.71,3.5,6.22,1.12,195.0,Moderate
TN004,2019-01-27,11.08,,3.3,9.68,12.98,,0.94,4.85,22.47,0.0,0.58,,63.0,Satisfactory
DL034,2020-03-19,88.68,228.23,12.61,60.6,42.01,9.26,1.36,6.83,108.33,5.02,58.02,,224.0,Poor
DL034,2019-02-02,180.54,304.58,4.01,43.67,25.42,22.85,0.71,2.77,46.91,6.91,23.0,,348.0,Very Poor
KA010,2018-06-06,,27.69,4.27,13.21,17.48,,0.83,3.95,,,,,50.0,Good
DL007,2019-10-18,82.83,173.74,20.01,46.28,65.23,,0.38,,30.55,,,,238.0,Poor
DL029,2019-12-08,247.15,356.75,205.1,60.65,199.08,56.84,3.68,19.08,17.36,21.79,89.88,,393.0,Very Poor
UP014,2015-10-08,54.19,,3.12,6.89,2.21,,14.45,4.96,,9.54,9.54,,183.0,Moderate
KA009,2017-06-26,31.13,,3.28,25.86,,31.96,44.32,13.5,,,44.32,,183.0,Moderate
DL010,2018-07-13,24.33,72.5,6.34,30.96,21.64,25.92,1.06,14.89,24.64,1.29,25.69,,125.0,Moderate
KA010,2016-04-01,,168.56,1.36,27.83,14.4,,0.47,2.79,,,,,134.0,Moderate
MH008,2019-09-18,15.85,33.0,6.4,5.65,12.05,3.33,0.19,5.88,7.55,0.32,,,26.0,Good
DL021,2019-03-07,86.69,,16.58,21.34,24.62,,0.53,14.34,33.4,11.72,24.49,,176.0,Moderate
TN004,2019-09-29,23.98,,6.67,8.49,15.04,,0.71,3.53,19.4,0.0,2.97,,43.0,Good
DL031,2016-03-15,100.02,195.37,208.71,61.35,99.43,38.24,2.63,39.16,59.66,7.38,22.49,,208.0,Poor
DL019,2018-08-08,36.09,96.95,13.76,32.23,28.36,44.02,0.7,9.82,10.43,1.65,13.64,2.8,110.0,Moderate
DL016,2018-07-02,28.22,81.93,3.24,27.4,17.22,35.92,0.51,3.13,19.55,0.63,10.84,,69.0,Satisfactory
TG003,2017-12-13,65.82,133.59,4.8,32.0,20.92,11.64,1.03,10.62,39.04,0.22,2.31,1.08,124.0,Moderate
WB011,2019-02-28,49.33,71.04,12.1,56.58,68.67,20.93,0.54,4.53,24.09,5.48,11.96,,75.0,Satisfactory
KA009,2019-04-13,58.55,,3.28,18.36,21.64,27.43,0.75,3.32,,,0.75,,98.0,Satisfactory
KA003,2016-09-12,,,6.67,8.74,,,1.23,7.58,31.99,0.99,0.36,,,
DL026,2019-08-23,51.2,157.64,45.94,29.77,53.27,28.56,1.62,9.24,18.95,5.87,34.77,,133.0,Moderate
WB013,2018-05-08,,,3.82,28.31,32.13,6.72,0.0,,,1.49,3.41,,,
MH010,2019-09-11,13.03,38.66,9.31,3.57,12.42,34.22,0.45,4.87,3.66,0.2,,,42.0,Good
DL024,2019-11-16,204.15,332.46,17.42,31.2,30.8,54.0,1.13,11.62,31.71,7.98,28.07,,485.0,Severe
UP014,2020-06-01,60.2,,18.25,19.09,16.55,,1.1,4.05,6.2,0.0,0.0,,79.0,Satisfactory
DL012,2020-04-19,27.37,61.45,7.42,30.04,34.85,,0.47,,21.95,,,,72.0,Satisfactory
DL035,2018-03-14,166.35,489.64,63.53,65.81,85.28,40.98,2.08,7.71,90.24,2.25,,,389.0,Very Poor
WB009,2019-08-28,29.01,51.17,49.53,30.27,65.25,19.24,0.44,1.85,7.73,9.89,2.55,2.88,68.0,Satisfactory
KL002,2020-06-27,12.14,27.94,5.19,2.16,3.29,4.78,2.43,2.69,,0.38,1.43,0.09,108.0,Moderate
DL004,2019-08-15,,48.65,48.25,65.25,113.5,,1.45,,33.96,,,,133.0,Moderate
KA008,2019-07-27,10.06,44.71,3.12,23.27,14.91,9.18,0.62,3.3,20.93,0.16,1.1,,41.0,Good
DL008,2019-11-04,313.97,422.7,13.21,31.24,27.17,35.61,1.69,8.11,49.42,6.56,,,580.0,Severe
DL038,2018-04-06,107.83,280.43,21.25,41.65,54.29,52.36,0.71,25.01,44.84,0.47,4.39,,291.0,Poor
DL006,2019-06-20,38.11,114.88,30.63,67.27,97.9,,0.3,,48.51,,,,122.0,Moderate
DL022,2019-06-15,71.85,188.71,1.02,30.44,15.53,17.0,0.29,22.15,88.9,1.08,1.82,,176.0,Moderate
DL022,2019-08-09,5.29,24.88,1.84,22.76,13.59,22.83,0.72,10.01,33.47,0.47,5.56,,67.0,Satisfactory
DL012,2019-04-19,71.03,157.76,13.35,13.16,26.51,,1.13,,25.15,,,,138.0,Moderate
TG005,2016-02-17,48.18,,6.47,23.21,29.68,,0.88,6.57,33.8,0.31,3.43,0.11,112.0,Moderate
GJ001,2016-07-06,49.04,,7.38,1.65,9.03,,7.38,1.44,15.33,0.0,0.0,0.0,169.0,Moderate
DL004,2020-06-24,26.87,54.48,7.98,15.76,23.73,,0.19,,21.67,,,,56.0,Satisfactory
DL031,2016-02-07,177.69,280.58,49.79,101.09,158.05,51.97,1.92,36.3,66.69,6.87,18.67,,340.0,Very Poor
WB007,2020-04-20,12.05,33.06,6.07,3.39,9.76,4.08,0.24,1.87,29.47,1.56,1.58,0.23,43.0,Good
PB001,2018-10-23,48.96,144.84,25.22,23.73,48.5,14.59,0.0,6.21,22.47,12.74,1.72,9.5,137.0,Moderate
TG006,2018-01-30,68.02,163.45,18.28,55.67,44.46,22.83,1.12,4.94,35.84,10.06,69.84,19.32,143.0,Moderate
DL005,2019-10-04,48.32,93.68,3.18,45.27,26.67,27.45,1.6,6.66,52.98,,129.45,,114.0,Moderate
DL038,2020-04-11,59.38,119.62,12.49,35.55,29.1,26.64,1.65,13.61,45.1,2.44,7.47,,114.0,Moderate
GJ001,2015-01-23,,,22.53,27.96,47.79,,22.53,39.19,32.92,0.39,0.0,5.95,,
OD002,2018-12-23,157.16,,30.76,0.7,26.48,7.81,2.94,18.32,3.56,,,,,
UP014,2018-12-14,103.66,,15.75,45.71,35.84,,1.22,6.9,13.94,0.0,0.02,,274.0,Poor
BR007,2016-05-26,110.88,,19.43,26.51,45.94,,1.48,6.34,24.77,0.2,0.87,0.54,219.0,Poor
DL023,2019-05-04,81.85,244.12,3.57,36.93,22.55,13.88,1.48,30.5,88.36,2.5,165.01,,187.0,Moderate
DL031,2018-03-23,67.86,139.25,8.55,47.9,54.97,29.51,0.83,30.77,46.35,14.34,29.27,,135.0,Moderate
KA009,2019-04-08,107.41,,3.31,19.04,22.35,28.15,0.86,3.23,,,0.86,,181.0,Moderate
DL022,2018-04-14,96.08,248.21,7.7,27.55,29.32,28.09,0.76,10.16,81.01,0.84,1.15,,250.0,Poor
MP001,2020-05-20,16.4,105.71,1.05,10.15,6.34,7.75,0.36,14.42,89.05,,,,115.0,Moderate
RJ006,2018-11-02,42.35,82.62,71.33,64.73,136.06,44.62,2.61,8.73,52.98,3.6,0.43,,176.0,Moderate
MH007,2019-09-02,14.91,45.52,49.04,18.83,67.53,3.82,0.8,6.23,9.49,0.73,,,99.0,Satisfactory
KA002,2018-06-13,33.14,,6.03,12.08,9.92,,0.4,6.4,13.4,0.05,0.08,,54.0,Satisfactory
DL034,2019-12-18,152.49,239.62,30.73,43.59,47.57,26.68,1.27,8.24,25.37,5.56,43.71,,287.0,Poor
PB001,2020-05-07,18.39,48.21,33.61,26.95,39.88,18.62,0.73,8.99,37.82,1.23,1.04,8.23,60.0,Satisfactory
DL037,2018-07-01,26.29,59.0,3.42,24.57,15.85,32.18,0.93,9.74,16.26,1.57,15.79,,61.0,Satisfactory
UP016,2019-01-01,251.31,,42.42,61.15,66.42,48.72,1.16,7.89,,,,,403.0,Severe
TG003,2017-03-07,34.98,78.78,6.65,13.15,12.4,,0.69,16.69,58.82,0.14,2.61,0.62,123.0,Moderate
MH005,2020-05-09,39.85,69.77,,,,,0.84,81.73,,1.49,,,87.0,Satisfactory
TG003,2019-09-13,16.23,28.12,1.59,5.1,4.09,5.28,0.28,1.85,15.93,0.0,0.09,0.0,36.0,Good
TG003,2019-08-03,6.78,9.94,1.23,1.0,1.62,4.03,0.27,6.84,16.29,0.0,0.0,0.0,26.0,Good
KA002,2019-09-23,33.95,,7.21,27.44,34.65,,1.0,6.33,21.82,,2.3,,78.0,Satisfactory
DL022,2019-02-15,116.28,137.45,6.88,29.46,21.27,25.6,0.47,10.79,32.66,2.48,8.2,,285.0,Poor
DL034,2017-04-02,82.88,,27.16,83.06,65.81,32.56,,,,,,,194.0,Moderate
GJ001,2020-05-10,26.17,62.14,1.93,14.73,8.61,,0.77,,56.28,2.65,16.72,0.84,125.0,Moderate
MH005,2018-02-28,,,42.81,,267.06,,1.93,,7.09,0.0,0.0,0.0,,
DL031,2017-02-14,154.83,309.51,29.96,94.06,124.71,34.72,1.72,25.25,56.72,15.97,25.62,,309.0,Very Poor
UP012,2016-10-26,116.92,,25.6,46.54,6.24,,2.12,33.74,27.42,0.98,0.22,,290.0,Poor
TG006,2016-02-03,57.81,100.26,5.35,3.04,5.47,10.51,1.73,12.69,0.1,,,,112.0,Moderate
DL024,2019-12-27,295.33,430.75,30.51,53.79,53.48,83.81,1.68,7.31,12.53,9.73,17.58,,414.0,Severe
TN004,2020-04-18,7.39,,7.82,1.89,9.08,,0.75,7.19,13.37,0.0,0.0,,43.0,Good
TG006,2019-05-28,57.0,141.58,1.35,38.01,21.24,11.05,0.55,3.13,56.38,2.82,25.24,2.11,122.0,Moderate
KA002,2019-09-13,23.04,,5.44,16.26,21.7,,0.83,2.59,13.2,,0.72,,49.0,Good
GJ001,2018-01-12,110.34,,30.4,150.93,94.57,,30.4,95.48,47.58,16.99,102.25,16.31,898.0,Severe
JH001,2019-01-16,105.12,175.15,10.03,10.57,,6.37,,53.84,55.36,,,,220.0,Poor
TN003,2020-06-14,37.9,,6.9,19.65,25.11,44.28,1.65,1.84,,,,,95.0,Satisfactory
DL008,2020-03-11,64.15,110.91,6.18,17.53,13.71,41.71,0.45,5.89,51.57,2.19,,,126.0,Moderate
KA007,2018-07-12,10.52,30.32,12.36,33.84,26.25,31.76,0.47,20.53,25.52,0.31,9.26,,42.0,Good
MH009,2019-10-30,54.6,121.33,13.78,32.68,46.46,15.15,0.55,11.99,31.0,2.52,,,129.0,Moderate
TN001,2016-07-17,42.51,,3.5,10.24,9.65,,1.36,2.53,46.2,0.81,2.7,,82.0,Satisfactory
DL034,2020-06-02,45.31,109.19,5.12,49.33,30.49,7.88,0.55,4.76,108.59,2.36,31.86,,196.0,Moderate
KA009,2016-05-22,,,1.22,7.17,4.71,9.56,1.34,4.62,,,1.34,,,
KA003,2015-11-20,10.5,,7.11,11.31,10.56,,,2.09,4.56,0.74,1.58,,28.0,Good
MH014,2020-04-10,25.73,83.89,1.26,5.56,6.81,3.2,0.26,3.57,41.15,15.99,,,88.0,Satisfactory
KA005,2019-07-22,,101.7,14.09,51.38,65.47,,1.48,6.68,,,,,96.0,Satisfactory
DL023,2020-05-27,56.93,222.6,4.97,36.04,23.21,25.26,1.29,17.0,88.62,2.8,96.34,,196.0,Moderate
UP012,2015-07-30,30.22,,3.86,7.62,6.24,,2.73,13.18,15.07,0.13,0.26,,180.0,Moderate
DL004,2018-02-26,50.56,84.27,21.21,16.21,37.42,,1.0,,42.77,,,,137.0,Moderate
DL010,2019-11-01,456.08,739.59,43.29,46.47,59.97,6.35,3.36,17.37,15.73,11.04,67.39,,741.0,Severe
KA005,2017-02-02,,82.75,11.01,109.08,,,1.34,7.19,,,,,102.0,Moderate
UP014,2016-01-16,183.36,,2.39,8.49,2.21,,10.11,4.07,39.95,,,,358.0,Very Poor
DL009,2019-03-05,57.11,122.2,23.9,31.8,36.04,24.33,1.09,14.48,23.08,1.77,28.94,,131.0,Moderate
BR007,2019-08-15,29.84,,12.27,37.9,17.26,,1.14,47.15,47.99,1.1,6.89,4.96,90.0,Satisfactory
TN001,2016-06-22,44.01,,4.58,14.62,12.51,,1.21,2.04,40.09,3.22,19.04,,81.0,Satisfactory
DL019,2015-06-04,72.16,166.46,6.04,64.84,67.65,56.36,0.93,7.09,56.42,2.8,6.57,,172.0,Moderate
KA008,2020-06-18,22.25,44.33,1.8,11.45,7.4,6.14,0.48,3.65,21.4,0.13,0.81,,44.0,Good
DL017,2019-09-28,18.91,42.37,5.9,13.32,19.21,,0.62,,19.84,0.0,0.0,0.0,40.0,Good
DL019,2019-02-14,159.43,244.48,38.12,60.53,63.27,31.33,1.19,8.34,5.36,2.72,10.82,1.51,338.0,Very Poor
RJ004,2020-04-13,28.2,86.7,3.02,19.97,22.99,25.94,0.58,14.23,38.07,1.46,,,73.0,Satisfactory
DL037,2020-02-15,88.76,182.27,5.23,54.76,33.39,23.86,0.43,18.92,42.15,3.89,20.25,,187.0,Moderate
UP012,2020-01-02,149.84,,93.66,266.96,231.41,,1.28,5.72,14.08,7.35,13.85,,352.0,Very Poor
DL013,2019-07-20,72.94,,9.86,28.59,19.58,12.07,0.74,7.69,,,,,162.0,Moderate
KA005,2018-12-07,,483.49,30.2,15.88,46.08,,1.34,5.68,,,,,482.0,Severe
TN004,2015-07-27,51.1,,2.17,32.66,20.77,,1.95,10.55,16.02,,0.09,,99.0,Satisfactory
TG004,2019-09-12,19.3,50.26,0.63,,0.0,6.16,0.37,4.13,7.63,0.0,0.0,0.0,56.0,Satisfactory
DL009,2020-03-04,88.54,192.67,26.32,47.78,46.87,23.25,0.89,31.92,64.57,3.1,42.62,,187.0,Moderate
DL002,2016-01-29,392.18,765.51,239.33,126.2,201.43,108.08,2.3,16.96,10.66,50.11,144.72,,740.0,Severe
WB011,2020-01-07,127.85,285.76,19.68,69.64,89.31,44.0,0.83,20.51,41.18,5.68,9.06,,271.0,Poor
HR014,2020-03-31,26.06,,6.44,18.07,14.59,,0.45,7.44,66.51,1.98,6.05,,84.0,Satisfactory
DL018,2019-07-30,23.3,70.73,4.95,33.26,21.73,41.74,0.95,10.58,15.03,2.3,11.39,,61.0,Satisfactory
TG005,2019-04-03,50.16,,2.89,31.73,19.23,,0.81,7.52,28.25,0.43,4.48,0.06,83.0,Satisfactory
DL019,2015-11-26,158.83,305.06,109.02,108.19,212.13,31.03,1.55,31.73,20.39,4.55,12.27,,332.0,Very Poor
DL022,2020-01-20,103.99,151.64,3.88,19.35,13.22,34.44,0.74,5.98,28.82,2.46,8.29,,230.0,Poor
DL027,2019-07-01,59.93,208.57,2.35,13.77,16.09,50.79,0.61,3.79,42.36,4.69,5.59,,188.0,Moderate
